run_id,trial_number,timestamp,automaton_id,num_ts_regions,num_automaton_states,num_automaton_edges,total_required_capabilities,independent_required_capabilities,num_robots,total_robot_capabilities,independent_robot_capabilities,avg_capabilities_per_robot,capability_homogeneity,num_ts_regions,total_nodes_planning,total_nodes_traversed,total_nodes_pruned,nodes_satisfying_ltl,pruning_ratio,full_product_automaton_nodes,full_product_automaton_edges,explored_product_ratio,task_allocation_algorithm_memory_MB,full_product_automaton_memory_MB,total_computation_time_ms,product_computation_time_ms,tree_makespan_seconds,product_makespan_seconds,robots_utilized,robot_utilization_ratio,load_balance_variance
17,1,"2026-09-21 14:14:25",3,6,10,58,11,3,6,3,3,0.5,0.5,6,19,51,32,2,0.627451,0,0,0,0,0,2.059,0,1313,0,6,1,0
18,1,"2026-09-21 14:14:25",3,12,10,58,11,3,6,3,3,0.5,0.5,12,19,51,32,2,0.627451,0,0,0,0,0,1.644,0,668,0,6,1,0
19,1,"2026-09-21 14:14:25",3,18,10,58,11,3,6,3,3,0.5,0.5,18,19,51,32,2,0.627451,0,0,0,0,0,1.083,0,428,0,6,1,0
20,1,"2026-09-21 14:14:25",3,24,10,58,11,3,6,3,3,0.5,0.5,24,19,51,32,2,0.627451,0,0,0,0,0,1.043,0,374,0,6,1,0
21,1,"2026-09-21 14:14:25",3,30,10,58,11,3,6,3,3,0.5,0.5,30,19,51,32,2,0.627451,0,0,0,0,0,0.999,0,324,0,6,1,0
22,1,"2026-09-21 14:14:25",3,36,10,58,11,3,6,3,3,0.5,0.5,36,19,51,32,2,0.627451,0,0,0,0,0,1.015,0,243,0,6,1,0
23,1,"2026-09-21 14:14:25",3,38,10,58,11,3,6,3,3,0.5,0.5,38,19,51,32,2,0.627451,0,0,0,0,0,0.996,0,237,0,6,1,0
24,1,"2026-09-21 14:14:25",3,40,10,58,11,3,6,3,3,0.5,0.5,40,19,51,32,2,0.627451,0,0,0,0,0,0.996,0,232,0,6,1,0
