run_id,trial_number,timestamp,automaton_id,num_ts_regions,num_automaton_states,num_automaton_edges,total_required_capabilities,independent_required_capabilities,num_robots,total_robot_capabilities,independent_robot_capabilities,avg_capabilities_per_robot,capability_homogeneity,num_ts_regions,total_nodes_planning,total_nodes_traversed,total_nodes_pruned,nodes_satisfying_ltl,pruning_ratio,full_product_automaton_nodes,full_product_automaton_edges,explored_product_ratio,task_allocation_algorithm_memory_MB,full_product_automaton_memory_MB,total_computation_time_ms,product_computation_time_ms,tree_makespan_seconds,product_makespan_seconds,robots_utilized,robot_utilization_ratio,load_balance_variance
25,1,"2026-09-21 14:14:25",4,6,16,142,10,3,6,3,3,0.5,0.5,6,38,188,150,9,0.797872,0,0,0,0,0,5.584,0,688,0,5,0.833333,0
26,1,"2026-09-21 14:14:25",4,12,16,142,10,3,6,3,3,0.5,0.5,12,38,188,150,9,0.797872,0,0,0,0,0,4.922,0,279,0,6,1,0
27,1,"2026-09-21 14:14:25",4,18,16,142,10,3,6,3,3,0.5,0.5,18,38,188,150,9,0.797872,0,0,0,0,0,4.816,0,192,0,6,1,0
28,1,"2026-09-21 14:14:25",4,24,16,142,10,3,6,3,3,0.5,0.5,24,38,188,150,9,0.797872,0,0,0,0,0,4.464,0,155,0,6,1,0
29,1,"2026-09-21 14:14:25",4,30,16,142,10,3,6,3,3,0.5,0.5,30,38,188,150,9,0.797872,0,0,0,0,0,4.507,0,133,0,6,1,0
30,1,"2026-09-21 14:14:25",4,36,16,142,10,3,6,3,3,0.5,0.5,36,38,188,150,9,0.797872,0,0,0,0,0,6.155,0,135,0,6,1,0
31,1,"2026-09-21 14:14:25",4,38,16,142,10,3,6,3,3,0.5,0.5,38,38,188,150,9,0.797872,0,0,0,0,0,4.475,0,134,0,6,1,0
32,1,"2026-09-21 14:14:25",4,40,16,142,10,3,6,3,3,0.5,0.5,40,38,188,150,9,0.797872,0,0,0,0,0,4.979,0,134,0,6,1,0
