run_id,trial_number,timestamp,automaton_id,num_ts_regions,num_automaton_states,num_automaton_edges,total_required_capabilities,independent_required_capabilities,num_robots,total_robot_capabilities,independent_robot_capabilities,avg_capabilities_per_robot,capability_homogeneity,num_ts_regions,total_nodes_planning,total_nodes_traversed,total_nodes_pruned,nodes_satisfying_ltl,pruning_ratio,full_product_automaton_nodes,full_product_automaton_edges,explored_product_ratio,task_allocation_algorithm_memory_MB,full_product_automaton_memory_MB,total_computation_time_ms,product_computation_time_ms,tree_makespan_seconds,product_makespan_seconds,robots_utilized,robot_utilization_ratio,load_balance_variance
41,1,"2026-09-21 14:14:26",6,6,39,350,17,3,6,3,3,0.5,0.5,6,71,235,164,6,0.697872,0,0,0,0,0,12.198,0,735,0,5,0.833333,0
42,1,"2026-09-21 14:14:26",6,12,39,350,17,3,6,3,3,0.5,0.5,12,71,235,164,6,0.697872,0,0,0,0,0,12.223,0,444,0,5,0.833333,0
43,1,"2026-09-21 14:14:26",6,18,39,350,17,3,6,3,3,0.5,0.5,18,71,235,164,6,0.697872,0,0,0,0,0,12.203,0,346,0,5,0.833333,0
44,1,"2026-09-21 14:14:26",6,24,39,350,17,3,6,3,3,0.5,0.5,24,71,235,164,6,0.697872,0,0,0,0,0,12.193,0,293,0,5,0.833333,0
45,1,"2026-09-21 14:14:26",6,30,39,350,17,3,6,3,3,0.5,0.5,30,71,235,164,6,0.697872,0,0,0,0,0,12.318,0,260,0,5,0.833333,0
46,1,"2026-09-21 14:14:26",6,36,39,350,17,3,6,3,3,0.5,0.5,36,71,235,164,6,0.697872,0,0,0,0,0,12.236,0,238,0,5,0.833333,0
47,1,"2026-09-21 14:14:26",6,38,39,350,17,3,6,3,3,0.5,0.5,38,71,235,164,6,0.697872,0,0,0,0,0,12.793,0,234,0,5,0.833333,0
48,1,"2026-09-21 14:14:26",6,40,39,350,17,3,6,3,3,0.5,0.5,40,71,235,164,6,0.697872,0,0,0,0,0,13.856,0,228,0,5,0.833333,0
