run_id,trial_number,timestamp,automaton_id,num_ts_regions,num_automaton_states,num_automaton_edges,total_required_capabilities,independent_required_capabilities,num_robots,total_robot_capabilities,independent_robot_capabilities,avg_capabilities_per_robot,capability_homogeneity,num_ts_regions,total_nodes_planning,total_nodes_traversed,total_nodes_pruned,nodes_satisfying_ltl,pruning_ratio,full_product_automaton_nodes,full_product_automaton_edges,explored_product_ratio,task_allocation_algorithm_memory_MB,full_product_automaton_memory_MB,total_computation_time_ms,product_computation_time_ms,tree_makespan_seconds,product_makespan_seconds,robots_utilized,robot_utilization_ratio,load_balance_variance
33,1,"2026-09-21 14:14:25",5,6,27,226,22,3,6,3,3,0.5,0.5,6,53,153,100,6,0.653595,0,0,0,0,0,6.288,0,707,0,6,1,0
34,1,"2026-09-21 14:14:25",5,12,27,226,22,3,6,3,3,0.5,0.5,12,53,153,100,6,0.653595,0,0,0,0,0,6.533,0,597,0,6,1,0
35,1,"2026-09-21 14:14:25",5,18,27,226,22,3,6,3,3,0.5,0.5,18,53,153,100,6,0.653595,0,0,0,0,0,6.48,0,578,0,6,1,0
36,1,"2026-09-21 14:14:25",5,24,27,226,22,3,6,3,3,0.5,0.5,24,53,153,100,6,0.653595,0,0,0,0,0,6.23,0,268,0,6,1,0
37,1,"2026-09-21 14:14:25",5,30,27,226,22,3,6,3,3,0.5,0.5,30,53,153,100,6,0.653595,0,0,0,0,0,6.222,0,207,0,6,1,0
38,1,"2026-09-21 14:14:26",5,36,27,226,22,3,6,3,3,0.5,0.5,36,53,153,100,6,0.653595,0,0,0,0,0,6.259,0,177,0,6,1,0
39,1,"2026-09-21 14:14:26",5,38,27,226,22,3,6,3,3,0.5,0.5,38,53,153,100,6,0.653595,0,0,0,0,0,6.235,0,171,0,6,1,0
40,1,"2026-09-21 14:14:26",5,40,27,226,22,3,6,3,3,0.5,0.5,40,53,153,100,6,0.653595,0,0,0,0,0,6.533,0,165,0,6,1,0
