run_id,trial_number,timestamp,automaton_id,num_robots,robot_homogeneity,num_automaton_states,num_automaton_edges,total_required_capabilities,independent_required_capabilities,num_robots,total_robot_capabilities,independent_robot_capabilities,avg_capabilities_per_robot,capability_homogeneity,num_ts_regions,total_nodes_planning,total_nodes_traversed,total_nodes_pruned,nodes_satisfying_ltl,pruning_ratio,full_product_automaton_nodes,full_product_automaton_edges,explored_product_ratio,task_allocation_algorithm_memory_MB,full_product_automaton_memory_MB,total_computation_time_ms,product_computation_time_ms,tree_makespan_seconds,product_makespan_seconds,robots_utilized,robot_utilization_ratio,load_balance_variance
29,1,"2026-09-21 21:01:10",2,16,0.375000,6,14,10,6,16,64,6,4,0.375,6,11,23,12,1,0.521739,0,0,0,0,0,0.373,0,172,0,7,0.4375,0
30,1,"2026-09-21 21:01:10",2,16,0.500000,6,14,10,6,16,96,8,6,0.5,6,11,23,12,1,0.521739,0,0,0,0,0,0.581,0,172,0,7,0.4375,0
31,1,"2026-09-21 21:01:10",2,16,0.625000,6,14,10,6,16,112,10,7,0.625,6,11,23,12,1,0.521739,0,0,0,0,0,0.352,0,172,0,6,0.375,0
32,1,"2026-09-21 21:01:10",2,16,0.750000,6,14,10,6,16,144,12,9,0.75,6,11,23,12,1,0.521739,0,0,0,0,0,0.573,0,172,0,6,0.375,0
